"id","team","token_name"
"29165","Corrado Catania","Efforce"
"29166","Andrea Castiglione","Efforce"
"29167","Sergio Carloni","Efforce"
"29168","Stefano Scozzese","Efforce"
"29169","Ken Hardesty","Efforce"
"29170","Steve Wozniak","Efforce"
"29171","Jacopo Vanetti","Efforce"
"29172","Jacopo Visetti","Efforce"
"29173","Jay Kim","Ducato Protocol Token"
"29174","Kritesh Tripathi","Ducato Protocol Token"
"29175","David Lee","Ducato Protocol Token"
"29176","James Jung","Ducato Protocol Token"
"29177","Kim Carson","Santiment Network Token"
"29178","Tzanko Matev","Santiment Network Token"
"29179","Valentin Mihov","Santiment Network Token"
"29180","Dorjee Sun","Santiment Network Token"
"29181","Dmitry Palchun","Santiment Network Token"
"29182","Maksim Balashevich","Santiment Network Token"
"29183","Roger Lim","QLC Chain"
"29184","Xiaoduo Zhang","QLC Chain"
"29185","Susan Zhou","QLC Chain"
"29186","Chris Zhao","QLC Chain"
"29187","Owen Wang","QLC Chain"
"29188","Allen Lee","QLC Chain"
"29189","Justin Sun","TRON"
"29190","Lynn Liss","Akoin"
"29191","Jon Karas","Akoin"
"29192","Akon","Akoin"
"29193","Sean C.","Nestree"
"29194","Jun Yoon","Nestree"
"29195","Ray Im","Nestree"
"29196","Jun Park","Nestree"
"29197","Xulong Yu","Wootrade"
"29198","Terence Wu","Wootrade"
"29199","Ran Yi","Wootrade"
"29200","Mark Pimentel","Wootrade"
"29201","Jack Tan","Wootrade"
"29202","Kevin Jeong","Tokamak Network"
"29203","Lee Keunwoo","Quiztok"
"29204","Jeon Changsub","Quiztok"
"29205","Eric Hung Nguyen","KardiaChain"
"29206","Huy Nguyen","KardiaChain"
"29207","Tri Pham","KardiaChain"
"29208","James Lefrère","Meta"
"29209","Alex Scott","Meta"
"29210","James Eddington","Meta"
"29211","Henrik Andersson","Meta"
"29212","James Simpson","Meta"
"29213","Vytautas Jurenas","Syntropy"
"29214","Justinas Valutavicius","Syntropy"
"29215","Jonas Simanavicius","Syntropy"
"29216","Domantas Jaskunas","Syntropy"
"29217","Kipras Kazlauskas","Syntropy"
"29218","Virginijus Magelinskas","Syntropy"
"29219","Domas Povilauskas","Syntropy"
"29220","Chris Garner","Incent"
"29221","Tara Kemp","Incent"
"29222","Mary Powell","Incent"
"29223","Robert Watts","Incent"
"29224","Jins Kaduthodil","Incent"
"29225","Rob Wilson","Incent"
"29226","Parker McCurley","Bondly"
"29227","Harry Liu","Bondly"
"29228","Brandon Smith","Bondly"
"29229","George Lee","TriumphX"
"29230","Young-Han Byeon","TriumphX"
"29231","Myungyong Shin","TriumphX"
"29232","Kadan Stadelmann","RedFOX Labs"
"29233","Glen Pearce","RedFOX Labs"
"29234","Wade Lueders","RedFOX Labs"
"29235","Ben Fairbank","RedFOX Labs"
"29236","Jeremy Wood","Cardano"
"29237","Charles Hoskinson","Cardano"
"29238","Francisco Alencar","BitBay"
"29239","Bruno Guimarães","BitBay"
"29240","Shorn","BitBay"
"29241","Bjørn Alsos","BitBay"
"29242","Craig Claussen","BitBay"
"29243","David Zimbeck","BitBay"
"29244","Boz Menzalji","Akash Network"
"29245","Adam Bozanich","Akash Network"
"29246","Greg Osuri","Akash Network"
"29247","Thomas Hain","Fetch"
"29248","Toby Simpson","Fetch"
"29249","Humayun Sheikh","Fetch"
"29250","Yuri Papadin","Kira Network"
"29251","Mateusz Grzelak","Kira Network"
"29252","Milana Valmont","Kira Network"
"29253","Chung Wu","LikeCoin"
"29254","Simon But","LikeCoin"
"29255","Edmond Yu","LikeCoin"
"29256","Jacky Ko","LikeCoin"
"29257","Aludirk Wong","LikeCoin"
"29258","Kin ko","LikeCoin"
"29259","Dmitry Meshkov","Ergo"
"29260","Alexander Chepurnoy","Ergo"
"29261","Robert Wiecko","Dash"
"29262","Glenn Austin","Dash"
"29263","Bob Carrolll","Dash"
"29264","Ryan Taylor","Dash"
"29265","Hitters Xu","Loopring"
"29266","Da Hongfei","Loopring"
"29267","Xuefeng Li","Loopring"
"29268","Johnston Chen","Loopring"
"29269","Jay Zhou","Loopring"
"29270","Daniel Wang","Loopring"
"29271","Ben Burns","0x"
"29272","Leonid Logvinov","0x"
"29273","Alex Xu","0x"
"29274","Fabio Berger","0x"
"29275","Amir Bandeali","0x"
"29276","Will Warren","0x"
"29277","Geoffrey Hayesv","Compound Basic Attention Token"
"29278","Robert Leshner","Compound Basic Attention Token"
"29279","Geoffrey Hayes","Compound USD Coin"
"29280","Robert Leshner","Compound USD Coin"
"29281","Geoffrey Hayesv","Compound 0x"
"29282","Robert Leshner","Compound 0x"
"29283","Geoffrey Hayesv","Compound Wrapped BTC"
"29284","Robert Leshner","Compound Wrapped BTC"
"29285","Geoffrey Hayes","Compound USDT"
"29286","Robert Leshner","Compound USDT"
"29287","Geoffrey Hayes","Compound Ether"
"29288","Robert Leshner","Compound Ether"
"29289","Geoffrey Hayes","Compound SAI"
"29290","Robert Leshner","Compound SAI"
"29291","Geoffrey Hayesv","Compound Augur"
"29292","Robert Leshner","Compound Augur"
"29293","Geoffrey Hayes","Compound Dai"
"29294","Robert Leshner","Compound Dai"
"29295","Gary Wang","1x Long Bitcoin Implied Volatility Token"
"29296","Sam Bankman-Fried","1x Long Bitcoin Implied Volatility Token"
"29297","Gary Wang","3x Long Tezos Token"
"29298","Sam Bankman-Fried","3x Long Tezos Token"
"29299","Gary Wang","3x Long Litecoin Token"
"29300","Sam Bankman-Fried","3x Long Litecoin Token"
"29301","Gary Wang","3x Long Bitcoin SV Token"
"29302","Sam Bankman-Fried","3x Long Bitcoin SV Token"
"29303","Gary Wang","3x Long Bitcoin Cash Token"
"29304","Sam Bankman-Fried","3x Long Bitcoin Cash Token"
"29305","Gary Wang","3x Long EOS Token"
"29306","Sam Bankman-Fried","3x Long EOS Token"
"29307","Gary Wang","3x Long XRP Token"
"29308","Sam Bankman-Fried","3x Long XRP Token"
"29309","Gary Wang","3X Long TRX Token"
"29310","Sam Bankman-Fried","3X Long TRX Token"
"29311","Gary Wang","3X Long BNB Token"
"29312","Sam Bankman-Fried","3X Long BNB Token"
"29313","Gary Wang","3X Long Ethereum Token"
"29314","Sam Bankman-Fried","3X Long Ethereum Token"
"29315","Gary Wang","3X Long Bitcoin Token"
"29316","Sam Bankman-Fried","3X Long Bitcoin Token"
"29317","Sam Bankman-Fried","1x Short Bitcoin Implied Volatility Token"
"29318","Gary Wang","3x Short Tezos Token"
"29319","Sam Bankman-Fried","3x Short Tezos Token"
"29320","Gary Wang","3x Short Litecoin Token"
"29321","Sam Bankman-Fried","3x Short Litecoin Token"
"29322","Vlad Todirut","Gnosis"
"29323","Milad Mostavi","Gnosis"
"29324","Denís Granha","Gnosis"
"29325","Matt Liston","Gnosis"
"29326","Stefan George","Gnosis"
"29327","Martin Köppelmann","Gnosis"
"29328","Tiago Martins","Polkastarter"
"29329","Daniel Stockhaus","Polkastarter"
"29330","Brian Fernalld","IDEX"
"29331","Jason Ahmad","IDEX"
"29332","Phil Wearn","IDEX"
"29333","Alex Wearn","IDEX"
"29334","Gary Wang","1X Short Ethereum Token"
"29335","Sam Bankman-Fried","1X Short Ethereum Token"
"29336","Gary Wang","1x Short Bitcoin Token"
"29337","Sam Bankman-Fried","1x Short Bitcoin Token"
"29338","Gary Wang","3x Short Bitcoin SV Token"
"29339","Sam Bankman-Fried","3x Short Bitcoin SV Token"
"29340","Gary Wang","3x Short Bitcoin Cash Token"
"29341","Sam Bankman-Fried","3x Short Bitcoin Cash Token"
"29342","Gary Wang","3x Short EOS Token"
"29343","Sam Bankman-Fried","3x Short EOS Token"
"29344","Gary Wang","3x Short XRP Token"
"29345","Sam Bankman-Fried","3x Short XRP Token"
"29346","Gary Wang","3X Short TRX Token"
"29347","Sam Bankman-Fried","3X Short TRX Token"
"29348","Gary Wang","3X Short BNB Token"
"29349","Sam Bankman-Fried","3X Short BNB Token"
"29350","Gary Wang","3X Short Ethereum Token"
"29351","Sam Bankman-Fried","3X Short Ethereum Token"
"29352","Gary Wang","3X Short Bitcoin Token"
"29353","Sam Bankman-Fried","3X Short Bitcoin Token"
"29354","Peter Warrack","UNUS SED LEO"
"29355","Stuart Hoegner","UNUS SED LEO"
"29356","Giancarlo Devasini","UNUS SED LEO"
"29357","Paolo Ardoino","UNUS SED LEO"
"29358","Jean-Louis van der Velde","UNUS SED LEO"
"29359","Leon Li","Huobi Token"
"29360","Kent Li","KuCoin Token"
"29361","Jack Zhu","KuCoin Token"
"29362","John Li","KuCoin Token"
"29363","Top Lan","KuCoin Token"
"29364","Eric Don","KuCoin Token"
"29365","Michael Gan","KuCoin Token"
"29366","Steve Ehrlich","Voyager Token"
"29367","Brent Diehl","MCO"
"29368","Bobby Bao","MCO"
"29369","Gary Or","MCO"
"29370","Rafael Melo","MCO"
"29371","Kris Marszalek","MCO"
"29372","Metin Mehmet Durgun","MX Token"
"29373","H Zhai","MX Token"
"29374","Siddharth Menon","WazirX"
"29375","Nischal Shetty","WazirX"
"29376","Nischal Shetty","WazirX"
"29377","Yew Chong Quak","BTSE"
"29378","Joshua Soh","BTSE"
"29379","Brian Wong","BTSE"
"29380","Jonathan Leong","BTSE"
"29381","Terence Lee","BitMart Token"
"29382","Javen Lou","BitMart Token"
"29383","Allen Chen","BitMart Token"
"29384","Sheldon Xia","BitMart Token"
"29385","Pauline Shangett","NOW Token"
"29386","Valter D. Ribeiro","Catex Token"
"29387","Cameron Kallhoff","Catex Token"
"29388","Aykut Aygun","Catex Token"
"29389","Yuanhang Zhou","Catex Token"
"29390","Taylor Scheel","LocalCoinSwap"
"29391","Kevin Sparks","LocalCoinSwap"
"29392","Daniel Worsley","LocalCoinSwap"
"29393","Valéri Natanelov","LocalCoinSwap"
"29394","Thomas Underwood","LocalCoinSwap"
"29395","Nathan Worsley","LocalCoinSwap"
"29396","Aapeli Vuorinen","LocalCoinSwap"
"29397","Christopher Bethman","Beaxy"
"29398","Federico Almaraz","Beaxy"
"29399","Arsen Kotolyan","Beaxy"
"29400","Marine Ghandilyan","Beaxy"
"29401","Narine Khachatryan","Beaxy"
"29402","Artak Hamazaspyan","Beaxy"
"29403","Meng-Ying Yang","Cobinhood"
"29404","Pu-Chen Mao","Cobinhood"
"29405","Yao-Wei Ou","Cobinhood"
"29406","Tony Scott","Cobinhood"
"29407","Wei-Ning Huang","Cobinhood"
"29408","Popo Chen","Cobinhood"
"29409","Yiannis Menelaou","Lykke"
"29410","Anton Golub","Lykke"
"29411","Demetrios Zamboglou","Lykke"
"29412","Sergey Ivliev","Lykke"
"29413","Igor Samohin","Lykke"
"29414","Philipp Richner","Lykke"
"29415","Moldir Baubek","Mobilian Coin"
"29416","Kadyrbek Kamlet","Mobilian Coin"
"29417","Ashwin Menon","Mobilian Coin"
"29418","Mr. Do Van Kiet","USDEX"
"29419","Nissa Szabo","Airswap"
"29420","Sam Tabar","Airswap"
"29421","Joseph Lubin","Airswap"
"29422","Deepa Sathaye","Airswap"
"29423","Don Mosites","Airswap"
"29424","Michael Oved","Airswap"
"29425","Li Zhang","VITE"
"29426","Daniel Wang","VITE"
"29427","Ming Wu","VITE"
"29428","Frank Deng","VITE"
"29429","Richard Yan","VITE"
"29430","Chunming Liu ""Charles""","VITE"
"29431","Roger Lim","Switcheo"
"29432","Yingyu Wang","Switcheo"
"29433","Steven Pang","Switcheo"
"29434","Jack Yeu","Switcheo"
"29435","Sng Ping Chiang","Switcheo"
"29436","Henry Chua","Switcheo"
"29437","Ivan Poon","Switcheo"
"29438","Davide Carboni","Valor Token"
"29439","Alexandra Sowa","Valor Token"
"29440","Thomas Felber","Valor Token"
"29441","Julien Bringer","Valor Token"
"29442","Oliver Feldmeier","Valor Token"
"29443","Olga Feldmeier","Valor Token"
"29444","Nathaniel Walpole","Nash Exchange"
"29445","Thomas Saunders","Nash Exchange"
"29446","Luciano Engel","Nash Exchange"
"29447","Ethan Fast","Nash Exchange"
"29448","Fabian Wahle","Nash Exchange"
"29449","Fabio C. Canesin","Nash Exchange"
"29450","Steph Fau","Nectar"
"29451","Ben Wilson","Nectar"
"29452","Dan Yanev","Nectar"
"29453","Ross Middleton","Nectar"
"29454","Will Harborne","Nectar"
"29455","Laurence McDonald","FunFair"
"29456","Rob Palmer-Hole","FunFair"
"29457","David Greyling","FunFair"
"29458","Oliver Hopton","FunFair"
"29459","Jeremy Longley","FunFair"
"29460","Jez San Obe","FunFair"
"29461","Gabby Dizon","Xeno Token"
"29462","Dr. Alan Miller","Xeno Token"
"29463","Travis Jacobs","Enzyme"
"29464","Jenna Zenk","Enzyme"
"29465","Ahmad S. Afandi","Enzyme"
"29466","Simon E. Schmid","Enzyme"
"29467","Mona El Isa","Enzyme"
"29468","Reto Trinkler","Enzyme"
"29469","Lucian Mincu","Elrond"
"29470","Lucian Todea","Elrond"
"29471","Beniamin Mincu","Elrond"
"29472","Skanda Bhat","Razor Network"
"29473","Hrishikesh Huilgolkar","Razor Network"
"29474","Thomas Plaskocinski","Finxflo"
"29475","James Gillingham","Finxflo"
"29476","Wajed Afaneh","OptionRoom"
"29477","Marsel Adawi","OptionRoom"
"29478","Ilgiz Gimal","Akropolis"
"29479","Alex Koz","Akropolis"
"29480","Alex Maz","Akropolis"
"29481","Peter Robertson","Akropolis"
"29482","Kate Kurbanova","Akropolis"
"29483","Anastasia O. Andrianova","Akropolis"
"29484","Lee Seoung Moon","Fantom"
"29485","Hyun Woong Jae","Fantom"
"29486","Jake Choi","Fantom"
"29487","Joseph Jang","Fantom"
"29488","Issac Lee","Fantom"
"29489","Yunsung","Fantom"
"29490","Bob Tucker","Fantom"
"29491","Ahn Byung Ik","Fantom"
"29492","Brad Witteman","Everest"
"29493","Bob Reid","Everest"
"29494","Matthew Roszak","Vesper"
"29495","Jordan Kruger","Vesper"
"29496","Jeff Garzik","Vesper"
"29497","Jan Segre","Hathor"
"29498","Pedro Ferreira","Hathor"
"29499","Layla Mendes","Hathor"
"29500","Marcelo Salhab Brogliato","Hathor"
"29501","Yan Martins","Hathor"
"29502","Anas Sayed","SpiderDAO"
"29503","Žiga Flis","SpiderDAO"
"29504","Nathan Varty","SpiderDAO"
"29505","Ryan Lowe","Modefi"
"29506","Einav Levcovich","Shopping"
"29507","Arbel Arif","Shopping"
"29508","Yu Pan","Origin Protocol"
"29509","Jon Hearty","Origin Protocol"
"29510","Coleman Maher","Origin Protocol"
"29511","Matthew Liu","Origin Protocol"
"29512","Josh Fraser","Origin Protocol"
"29513","Niels","Nuls"
"29514","Lily Wang","Nuls"
"29515","Reaper Ran","Nuls"
"29516","Fabian Vogelsteller","LUKSO"
"29517","Vijay Sarathy","bAlpha"
"29518","Mark Donovick","bAlpha"
"29519","Jordan Hauer","bAlpha"
"29520","Peter Chen","bAlpha"
"29521","Dong-Hae Seo","BioPassport Token"
"29522","Young-il Nam Vice President Director of R&D Center Hyun-il Choi","BioPassport Token"
"29523","Young-il Nam","BioPassport Token"
"29524","Jihyun Kim","BioPassport Token"
"29525","Woongsik Ahn","BioPassport Token"
"29526","Brad Yasar","Hyve"
"29527","Dominic Burghelea","Hyve"
"29528","Tudor Stomff","Hyve"
"29529","Jaswant Kumar","Lead Wallet"
"29530","Ruddy Setiadi Gunawan","Lead Wallet"
"29531","Henry Onyebuchi","Lead Wallet"
"29532","Obasi Francis Ifegwu","Lead Wallet"
"29533","Ming Wu","Conflux Network"
"29534","YuanJie Zhang","Conflux Network"
"29535","David Chow","Conflux Network"
"29536","Fan Long","Conflux Network"
"29537","Eric Williams, PhD","Solana"
"29538","Raj Gokal","Solana"
"29539","Greg Fitzgerald","Solana"
"29540","Anatoly Yakovenko","Solana"
"29541","Tom Tao","IRISnet"
"29542","Jae Kwon","IRISnet"
"29543","Haifeng Xi","IRISnet"
"29544","Harriet Cao","IRISnet"
"29545","Jaz Gulati","Ren"
"29546","Yunshi Sun","Ren"
"29547","Susruth Nadimpalli","Ren"
"29548","Noah Ingham","Ren"
"29549","Loong Wang","Ren"
"29550","Taiyang Zhang","Ren"
"29551","Min Xiao","Ontology"
"29552","Junjie Weng","Ontology"
"29553","Honglei Cong","Ontology"
"29554","Ning Hu","Ontology"
"29555","Andy Ji","Ontology"
"29556","Jun Li","Ontology"
"29557","Micha Roon","Energy Web Token"
"29558","Raffaella Piraino","Energy Web Token"
"29559","Jesse Morris","Energy Web Token"
"29560","Walter Kok","Energy Web Token"
"29561","Qingkai Liang","Celer Network"
"29562","Xiaozhou Li","Celer Network"
"29563","Junda Liu","Celer Network"
"29564","Mo Dong","Celer Network"
"29565","Andrew Yashchuk","Polymath Network"
"29566","David Drake","Polymath Network"
"29567","Gabriel Abed","Polymath Network"
"29568","Pablo Ruiz","Polymath Network"
"29569","Chris Housser","Polymath Network"
"29570","Trevor Koverko","Polymath Network"
"29571","Atchanata Klunrit","Band Protocol"
"29572","Prin Rangsiruji","Band Protocol"
"29573","Kanisorn Thongprapaisaeng","Band Protocol"
"29574","Bun Uthaitirat","Band Protocol"
"29575","Paul Nattapatsiri","Band Protocol"
"29576","Sorawit Suriyakarn","Band Protocol"
"29577","Soravis Srinawakoon","Band Protocol"
"29578","Jessica Yen","Ampleforth"
"29579","Nithin Krishna","Ampleforth"
"29580","Aditya Sarawgi","Ampleforth"
"29581","Ahmed Naguib Aly","Ampleforth"
"29582","Brandon Iles","Ampleforth"
"29583","Evan Kuo","Ampleforth"
"29584","Aleksandar Veljković","OriginTrail"
"29585","Sava Savić","OriginTrail"
"29586","Maja Voje","OriginTrail"
"29587","Branimir Rakić","OriginTrail"
"29588","Žiga Drev","OriginTrail"
"29589","Tomaž Levak","OriginTrail"
"29590","Tsukasa Ojima","Sora"
"29591","Kazumasa Miyazawa","Sora"
"29592","Ikkei Matsuda","Sora"
"29593","Ryu Okada","Sora"
"29594","Makoto Takemiya","Sora"
"29595","Beni Issembert","Kylin"
"29596","Dylan Dewdney","Kylin"
"29597","Andrew Miller","Chainlink"
"29598","Brian Lio","Chainlink"
"29599","Jake Brukhman","Chainlink"
"29600","Ari Juels","Chainlink"
"29601","Steve Ellis","Chainlink"
"29602","Sergey Nazarov","Chainlink"
"29603","Hyungjoon Yoo","Pibble"
"29604","Kevin Kang","Pibble"
"29605","Andrew DB Chae","Pibble"
"29606","Treadi Lee","Pibble"
"29607","Haydar Ozturk","Ice Rock Mining"
"29608","Ohad Flinker","Ice Rock Mining"
"29609","Vadim Suleimanov","Ice Rock Mining"
"29610","Amir Ness","Ice Rock Mining"
"29611","Neha Dadwal","Ice Rock Mining"
"29612","Rakesh Shalli","Ice Rock Mining"
"29613","Gurpreet Singh","Ice Rock Mining"
"29614","Artem Kazanin","Ice Rock Mining"
"29615","Ilzat Mamutov","Ice Rock Mining"
"29616","Ruslan Murzashev","Ice Rock Mining"
"29617","Dias Kurmanov","Ice Rock Mining"
"29618","Mikhail Pluzhnikov","Ice Rock Mining"
"29619","Malik Murzashev","Ice Rock Mining"
"29620","Aleksei Korobeinikov","YIELD App"
"29621","Justin Wright","YIELD App"
"29622","Tim Frost","YIELD App"
"29623","Ahmet Varol","MesChain"
"29624","Murat Özüpek","MesChain"
"29625","Okan Basturk","MesChain"
"29626","Mustafa Helvaci","MesChain"
"29627","Zac Russell","Constellation"
"29628","Emily Arth","Constellation"
"29629","Altif Brown","Constellation"
"29630","Benjamin Jorgensen","Constellation"
"29631","Wyatt Meldman-Floch","Constellation"
"29632","Brendan Playford","Constellation"
"29633","Miguel Leite","BEPRO Network"
"29634","Justin Wu","BEPRO Network"
"29635","Rui Teixeira","BEPRO Network"
"29636","Leonidha Zhezha","LABS Group"
"29637","Boris Chan","LABS Group"
"29638","Calvin Ng","LABS Group"
"29639","Patrick Tang","LABS Group"
"29640","Yuen Wong","LABS Group"
"29641","Mahesh Harilela","LABS Group"
"29642","Rob Gregory","Permission Coin"
"29643","Hunter Jensen","Permission Coin"
"29644","Charles H. Silver","Permission Coin"
"29645","Vijay Sarathy","Big Data Protocol"
"29646","Mark Donovick","Big Data Protocol"
"29647","Jordan Hauer","Big Data Protocol"
"29648","Peter Chen","Big Data Protocol"
"29649","Alex Shin","Cash Tech"
"29650","Ailee Kim","Cash Tech"
"29651","Samuel Kim","Cash Tech"
"29652","Jaxson Kim","Cash Tech"
"29653","David Shen","Blind Boxes"
"29654","Anita Angelica Moore","Blind Boxes"
"29655","Lindsey Mallon","Splyt"
"29656","Dipen Joshi","Splyt"
"29657","Cyrus Taghehchian","Splyt"
"29658","Shannon Powell","Ureeqa"
"29659","Robert Eccles","Ureeqa"
"29660","Harsch Khandelwal","Ureeqa"
"29661","Avi Kaner","LinkPool"
"29662","Eric Jaurena","LinkPool"
"29663","Christian Agnew","LinkPool"
"29664","Ian Read","LinkPool"
"29665","Bartosz Wojciechowski","LinkPool"
"29666","Jonny Huxtable","LinkPool"
"29667","Andrei Kurochkin","Etherisc DIP Token"
"29668","Alexey Lekontsev","Etherisc DIP Token"
"29669","Tatyana Kurinskaya","Etherisc DIP Token"
"29670","Eugene Melnikov","Etherisc DIP Token"
"29671","Kostya Andryanau","Etherisc DIP Token"
"29672","Elena Travkina","Etherisc DIP Token"
"29673","Felizitas Mussenbrock-Strauß","Etherisc DIP Token"
"29674","Julia Lange","Etherisc DIP Token"
"29675","Marie-Luise Meinhold","Etherisc DIP Token"
"29676","Renat Khasanshyn","Etherisc DIP Token"
"29677","Stephan Karpischek","Etherisc DIP Token"
"29678","Christoph Mussenbrock","Etherisc DIP Token"
"29679","Michal Herzyk","Bridge Mutual"
