"id","company_name","ccy"
868,"Bit.com","Bitcoin"
869,"Currency.com","Uniswap"
870,"Currency.com","Chainlink"
871,"Currency.com","Bitcoin Cash"
872,"Currency.com","XRP"
873,"Currency.com","Litecoin"
874,"Currency.com","Compound"
875,"Currency.com","Ethereum"
876,"Currency.com","Bitcoin"
877,"Binance","Binance USD"
878,"Binance","Binance GBP Stable Coin"
879,"Binance","BNB"
880,"Grayscale Investments","Zcash"
881,"Grayscale Investments","XRP"
882,"Grayscale Investments","Stellar"
883,"Grayscale Investments","Litecoin"
884,"Grayscale Investments","Ethereum Classic"
885,"Grayscale Investments","Ethereum"
886,"Grayscale Investments","Bitcoin Cash"
887,"Grayscale Investments","Bitcoin"
888,"MicroStrategy","Bitcoin"
889,"bitFlyer USA","Litecoin"
890,"bitFlyer USA","Ethereum"
891,"bitFlyer USA","Bitcoin Cash"
892,"bitFlyer USA","Bitcoin"
893,"Coinbase","Loopring"
894,"Coinbase","Balancer"
895,"Coinbase","Band Protocol"
896,"Coinbase","district0x"
897,"Coinbase","NuCypher"
898,"Coinbase","Numeraire"
899,"Coinbase","Civic"
900,"Coinbase","Celo"
901,"Coinbase","Ren"
902,"Coinbase","yearn.finance"
903,"Coinbase","Bancor"
904,"Coinbase","UMA"
905,"Coinbase","Decentraland"
906,"Coinbase","The Graph"
907,"Coinbase","Synthetix"
908,"Coinbase","Aave"
909,"Coinbase","Filecoin"
910,"Coinbase","Wrapped Bitcoin"
911,"Coinbase","Uniswap"
912,"Coinbase","SushiSwap"
913,"Coinbase","Cardano"
914,"Coinbase","SKALE Network"
915,"Coinbase","Polygon"
916,"Coinbase","OMG Network"
917,"Coinbase","USD Coin"
918,"Coinbase","Algorand"
919,"Coinbase","Compound"
920,"Coinbase","Augur"
921,"Coinbase","Zcash"
922,"Coinbase","Orchid"
923,"Coinbase","Dai"
924,"Coinbase","Cosmos"
925,"Coinbase","Tezos"
926,"Coinbase","Kyber Network"
927,"Coinbase","Basic Attention Token"
928,"Coinbase","0x"
929,"Coinbase","Ethereum Classic"
930,"Coinbase","Dash"
931,"Coinbase","Stellar"
932,"Coinbase","Chainlink"
933,"Coinbase","XRP"
934,"Coinbase","Bitcoin Cash"
935,"Coinbase","Litecoin"
936,"Coinbase","Ethereum"
937,"Coinbase","Bitcoin"
938,"C-Trade","Ethereum"
939,"C-Trade","Bitcoin"
940,"C-Trade","XRP"
941,"C-Trade","Litecoin"
942,"C-Trade","Bitcoin Cash"
943,"C-Trade","BNB"
944,"Bitbuy","Aave"
945,"Bitbuy","Chainlink"
946,"Bitbuy","EOS"
947,"Bitbuy","Stellar"
948,"Bitbuy","XRP"
949,"Bitbuy","Litecoin"
950,"Bitbuy","Ethereum"
951,"Bitbuy","Bitcoin Cash"
952,"Bitbuy","Bitcoin"
953,"MediaX Agency","Tether"
954,"MediaX Agency","USD Coin"
955,"MediaX Agency","Ethereum"
956,"MediaX Agency","Bitcoin"
957,"ZebPay","Polygon"
958,"ZebPay","Tether"
959,"ZebPay","XRP"
960,"ZebPay","Ethereum"
961,"ZebPay","Bitcoin"
962,"Invictus Capital","TrueUSD"
963,"Invictus Capital","Tether"
964,"Invictus Capital","Dash"
965,"Invictus Capital","Ethereum"
966,"Invictus Capital","Bitcoin"
967,"Rapid Innovation","Algorand"
968,"Rapid Innovation","Terra"
969,"Rapid Innovation","Hedera"
970,"Rapid Innovation","Tezos"
971,"Rapid Innovation","Stellar"
972,"Rapid Innovation","TRON"
973,"Rapid Innovation","EOS"
974,"Rapid Innovation","Flow (Dapper Labs)"
975,"Rapid Innovation","Solana"
976,"Rapid Innovation","Cardano"
977,"Rapid Innovation","Polygon"
978,"Rapid Innovation","BNB"
979,"Rapid Innovation","Ethereum"
980,"CommerceBlock","Bitcoin"
981,"Binance.US","XRP"
982,"Binance.US","Tether"
983,"Binance.US","Litecoin"
984,"Binance.US","BNB"
985,"Binance.US","Bitcoin Cash"
986,"Binance.US","Ethereum"
987,"Binance.US","Bitcoin"
988,"Bybit","EOS"
989,"Bybit","XRP"
990,"Bybit","Ethereum"
991,"Bybit","Bitcoin"
992,"Worthpad","BNB"
993,"Worthpad","Ethereum"
994,"Ambire","Ambire AdEx"
995,"WhaleFin","SHIBA INU"
996,"WhaleFin","Avalanche"
997,"WhaleFin","Terra"
998,"WhaleFin","Polkadot"
999,"WhaleFin","Dogecoin"
1000,"WhaleFin","Solana"
1001,"WhaleFin","Litecoin"
1002,"WhaleFin","XRP"
1003,"WhaleFin","Cardano"
1004,"WhaleFin","BNB"
1005,"WhaleFin","Ethereum"
1006,"WhaleFin","Bitcoin"
1007,"LetsExchange","Dash"
1008,"LetsExchange","Dogecoin"
1009,"LetsExchange","Zcash"
1010,"LetsExchange","Bitcoin Cash"
1011,"LetsExchange","EOS"
1012,"LetsExchange","Litecoin"
1013,"LetsExchange","Bitcoin"
1014,"LetsExchange","Ethereum"
1015,"Duelbits","Dogecoin"
1016,"Duelbits","Litecoin"
1017,"Duelbits","Ethereum"
1018,"Duelbits","Bitcoin"
1019,"OKX","Paxos Standard"
1020,"OKX","Airbloc"
1021,"OKX","USD Coin"
1022,"OKX","TrueUSD"
1023,"OKX","Gemini Dollar"
1024,"OKX","Litecoin"
1025,"OKX","EOS"
1026,"OKX","XRP"
1027,"OKX","Bitcoin Cash"
1028,"OKX","Ethereum Classic"
1029,"OKX","Ethereum"
1030,"OKX","Tether"
1031,"OKX","Bitcoin"
1032,"Ignite","Cosmos"
1033,"Circle","USD Coin"
1034,"Circle","EOS"
1035,"Circle","Qtum"
1036,"Circle","0x"
1037,"Circle","Stellar"
1038,"Circle","Monero"
1039,"Circle","Zcash"
1040,"Circle","Litecoin"
1041,"Circle","Ethereum Classic"
1042,"Circle","Bitcoin Cash"
1043,"Circle","Ethereum"
1044,"Circle","Bitcoin"
1045,"BlockFi","Paxos Standard"
1046,"BlockFi","USD Coin"
1047,"BlockFi","Gemini Dollar"
1048,"BlockFi","Litecoin"
1049,"BlockFi","Ethereum"
1050,"BlockFi","Bitcoin"
1051,"Launchpool Labs","Polkadot"
1052,"Launchpool Labs","Fantom"
1053,"Launchpool Labs","Solana"
1054,"Launchpool Labs","USD Coin"
1055,"Launchpool Labs","Avalanche"
1056,"Launchpool Labs","BNB"
1057,"Launchpool Labs","Ethereum"
1058,"Bity","Augur"
1059,"Bity","Ethereum"
1060,"Bity","Bitcoin"
1061,"BitMEX","Bitcoin"
1062,"ConsenSys","ETH Tokens"
1063,"ConsenSys","Ethereum"
1064,"Dfinity","Internet Computer"
1065,"LimeWire","Algorand"
1066,"Magic Eden","Solana"
1067,"Bakkt","Bitcoin"
1068,"LooksRare","LooksRare"
1069,"Singular","RMRK"
1070,"Singular","Kusama"
1071,"Input Output","Cardano"
1072,"Solanart","Solana"
1073,"GiveCrypto","Zcash"
1074,"GiveCrypto","XRP"
1075,"GiveCrypto","Litecoin"
1076,"GiveCrypto","Ethereum"
1077,"GiveCrypto","Bitcoin SV"
1078,"GiveCrypto","Bitcoin"
1079,"Kusama Kingdom","Kusama"
1080,"Bored Ape Yacht Club","Ethereum"
1081,"Bored Ape Yacht Club","ApeCoin"
1082,"SwissBorg","EOS"
1083,"SwissBorg","Bitcoin Cash"
1084,"SwissBorg","Litecoin"
1085,"SwissBorg","XRP"
1086,"SwissBorg","Ren"
1087,"SwissBorg","Compound"
1088,"SwissBorg","Dai"
1089,"SwissBorg","Kyber Network"
1090,"SwissBorg","BNB"
1091,"SwissBorg","Enjin Coin"
1092,"SwissBorg","PAX Gold"
1093,"SwissBorg","USD Coin"
1094,"SwissBorg","SwissBorg"
1095,"SwissBorg","Ethereum"
1096,"SwissBorg","Bitcoin"
1097,"Crypto.com","USD Coin"
1098,"Crypto.com","Chainlink"
1099,"Crypto.com","Cosmos"
1100,"Crypto.com","Stellar"
1101,"Crypto.com","EOS"
1102,"Crypto.com","Litecoin"
1103,"Crypto.com","XRP"
1104,"Crypto.com","Ethereum"
1105,"Crypto.com","Cronos"
1106,"Crypto.com","MCO"
1107,"Crypto.com","Bitcoin"
1108,"Meta","Libra"
1109,"Luna Foundation Guard","Bitcoin"
1110,"OpenSea","USD Coin"
1111,"OpenSea","Ethereum"
1112,"Symbiosis Labs","YAM v1"
1113,"Symbiosis Labs","Jarvis Network"
1114,"Symbiosis Labs","Auctus"
1115,"Symbiosis Labs","Ferrum Network"
1116,"Symbiosis Labs","SUKU"
1117,"Symbiosis Labs","Hakka.Finance"
1118,"Symbiosis Labs","pNetwork"
1119,"Symbiosis Labs","Keep Network"
1120,"Symbiosis Labs","Zap"
1121,"Symbiosis Labs","Swerve"
1122,"Symbiosis Labs","DIA"
1123,"Symbiosis Labs","Cream Finance"
1124,"Symbiosis Labs","IDEX"
1125,"Symbiosis Labs","Tellor"
1126,"Symbiosis Labs","Gnosis"
1127,"Symbiosis Labs","xDai"
1128,"Symbiosis Labs","Bancor"
1129,"Symbiosis Labs","Curve DAO Token"
1130,"Symbiosis Labs","bZx Protocol"
1131,"Symbiosis Labs","Numeraire"
1132,"Symbiosis Labs","Reserve Rights"
1133,"Symbiosis Labs","Serum"
1134,"Symbiosis Labs","Swipe"
1135,"Symbiosis Labs","YFIII"
1136,"Symbiosis Labs","Balancer"
1137,"Symbiosis Labs","Ampleforth"
1138,"Symbiosis Labs","Augur"
1139,"Symbiosis Labs","Band Protocol"
1140,"Symbiosis Labs","SushiSwap"
1141,"Symbiosis Labs","Kyber Network"
1142,"Symbiosis Labs","Loopring"
1143,"Symbiosis Labs","0x"
1144,"Symbiosis Labs","Dai"
1145,"Symbiosis Labs","Compound"
1146,"Symbiosis Labs","Synthetix"
1147,"Symbiosis Labs","Wrapped Bitcoin"
1148,"Symbiosis Labs","Maker"
1149,"Symbiosis Labs","yearn.finance"
1150,"Symbiosis Labs","Aave"
1151,"Symbiosis Labs","UMA"
1152,"Symbiosis Labs","Chainlink"
1153,"Symbiosis Labs","BNB"
1154,"Symbiosis Labs","Ethereum"
1155,"Symbiosis Labs","Polygon"
1156,"42 Studio","Ethereum"
1157,"42 Studio","Bitcoin"
1158,"SmartFi","XRP"
1159,"SmartFi","USD Coin"
1160,"SmartFi","Dogecoin"
1161,"SmartFi","Bitcoin"
1162,"SmartFi","Ethereum"
1163,"SmartFi","Bitcoin Cash"
1164,"SmartFi","Chainlink"
1165,"SmartFi","Litecoin"
1166,"Spendabit","Monero"
1167,"Spendabit","Ethereum"
1168,"Spendabit","Litecoin"
1169,"Spendabit","Bitcoin Cash"
1170,"Spendabit","Bitcoin"
1171,"MINERSET","Bitcoin Cash"
1172,"MINERSET","EOS"
1173,"MINERSET","Litecoin"
1174,"MINERSET","Ethereum"
1175,"MINERSET","Bitcoin"
1176,"zkLend","WETH"
1177,"zkLend","Wrapped Bitcoin"
1178,"zkLend","Ethereum"
1179,"zkLend","Dai"
1180,"zkLend","Tether"
1181,"zkLend","USD Coin"
1182,"XT.COM Exchange","Tether"
1183,"XT.COM Exchange","Bitcoin Cash"
1184,"XT.COM Exchange","EOS"
1185,"XT.COM Exchange","Litecoin"
1186,"XT.COM Exchange","Bitcoin"
1187,"XT.COM Exchange","Ethereum"
1188,"Strike","Bitcoin"
