"id","sector","token_name"
"14141","Ethereum","3X Long TomoChain Token"
"14142","Token","Amun Bitcoin 3x Daily Long"
"14143","Leveraged","Amun Bitcoin 3x Daily Long"
"14144","Inactive","Amun Bitcoin 3x Daily Long"
"14145","Ethereum","Amun Bitcoin 3x Daily Long"
"14146","Token","Amun Ether 3x Daily Long"
"14147","Leveraged","Amun Ether 3x Daily Long"
"14148","Inactive","Amun Ether 3x Daily Long"
"14149","Ethereum","Amun Ether 3x Daily Long"
"14150","Token","1x Long Bitcoin Implied Volatility Token"
"14151","Leveraged","1x Long Bitcoin Implied Volatility Token"
"14152","Inactive","1x Long Bitcoin Implied Volatility Token"
"14153","Exchange","1x Long Bitcoin Implied Volatility Token"
"14154","Ethereum","1x Long Bitcoin Implied Volatility Token"
"14155","Token","3x Long Tezos Token"
"14156","Leveraged","3x Long Tezos Token"
"14157","Inactive","3x Long Tezos Token"
"14158","Exchange","3x Long Tezos Token"
"14159","Ethereum","3x Long Tezos Token"
"14160","Token","3x Long Litecoin Token"
"14161","Leveraged","3x Long Litecoin Token"
"14162","Inactive","3x Long Litecoin Token"
"14163","Exchange","3x Long Litecoin Token"
"14164","Ethereum","3x Long Litecoin Token"
"14165","Token","3x Long Bitcoin SV Token"
"14166","Leveraged","3x Long Bitcoin SV Token"
"14167","Inactive","3x Long Bitcoin SV Token"
"14168","Exchange","3x Long Bitcoin SV Token"
"14169","Ethereum","3x Long Bitcoin SV Token"
"14170","Token","3x Long Bitcoin Cash Token"
"14171","Leveraged","3x Long Bitcoin Cash Token"
"14172","Inactive","3x Long Bitcoin Cash Token"
"14173","Exchange","3x Long Bitcoin Cash Token"
"14174","Ethereum","3x Long Bitcoin Cash Token"
"14175","Token","3x Long EOS Token"
"14176","Leveraged","3x Long EOS Token"
"14177","Inactive","3x Long EOS Token"
"14178","Exchange","3x Long EOS Token"
"14179","Ethereum","3x Long EOS Token"
"14180","Token","3x Long XRP Token"
"14181","Leveraged","3x Long XRP Token"
"14182","Inactive","3x Long XRP Token"
"14183","Exchange","3x Long XRP Token"
"14184","Ethereum","3x Long XRP Token"
"14185","Token","3X Long TRX Token"
"14186","Leveraged","3X Long TRX Token"
"14187","Inactive","3X Long TRX Token"
"14188","Exchange","3X Long TRX Token"
"14189","Ethereum","3X Long TRX Token"
"14190","Token","3X Long BNB Token"
"14191","Leveraged","3X Long BNB Token"
"14192","Inactive","3X Long BNB Token"
"14193","Exchange","3X Long BNB Token"
"14194","Ethereum","3X Long BNB Token"
"14195","Token","3X Long Ethereum Token"
"14196","Leveraged","3X Long Ethereum Token"
"14197","Inactive","3X Long Ethereum Token"
"14198","Ethereum","3X Long Ethereum Token"
"14199","Token","3X Long Bitcoin Token"
"14200","Leveraged","3X Long Bitcoin Token"
"14201","Ethereum","3X Long Bitcoin Token"
"14202","Leveraged","BTCUP"
"14203","Coin","BTCUP"
"14204","Token","1x Short Bitcoin Implied Volatility Token"
"14205","Leveraged","1x Short Bitcoin Implied Volatility Token"
"14206","Inactive","1x Short Bitcoin Implied Volatility Token"
"14207","Exchange","1x Short Bitcoin Implied Volatility Token"
"14208","Ethereum","1x Short Bitcoin Implied Volatility Token"
"14209","Token","3x Short Tezos Token"
"14210","Leveraged","3x Short Tezos Token"
"14211","Inactive","3x Short Tezos Token"
"14212","Exchange","3x Short Tezos Token"
"14213","Ethereum","3x Short Tezos Token"
"14214","Token","3x Short Litecoin Token"
"14215","Leveraged","3x Short Litecoin Token"
"14216","Inactive","3x Short Litecoin Token"
"14217","Exchange","3x Short Litecoin Token"
"14218","Ethereum","3x Short Litecoin Token"
"14219","Token","Gnosis"
"14220","Prediction","Gnosis"
"14221","DEX","Gnosis"
"14222","Ethereum","Gnosis"
"14223","Yield Farming","Flamingo"
"14224","Token","Flamingo"
"14225","DEX","Flamingo"
"14226","DeFi","Flamingo"
"14227","Neo","Flamingo"
"14228","Token","Polkastarter"
"14229","Polkadot Eco","Polkastarter"
"14230","Exchange","Polkastarter"
"14231","DEX","Polkastarter"
"14232","DeFi","Polkastarter"
"14233","Ethereum","Polkastarter"
"14234","Token","Bounce Token"
"14235","Polkadot Eco","Bounce Token"
"14236","DEX","Bounce Token"
"14237","Ethereum","Bounce Token"
"14238","Token","AfroDex"
"14239","Exchange","AfroDex"
"14240","DEX","AfroDex"
"14241","Ethereum","AfroDex"
"14242","Token","IDEX"
"14243","Exchange","IDEX"
"14244","DEX","IDEX"
"14245","DeFi","IDEX"
"14246","Ethereum","IDEX"
"14247","Token","Chi Gastoken"
"14248","DEX","Chi Gastoken"
"14249","DeFi","Chi Gastoken"
"14250","Ethereum","Chi Gastoken"
"14251","Token","3X Short Cardano Token"
"14252","Leveraged","3X Short Cardano Token"
"14253","Inactive","3X Short Cardano Token"
"14254","Exchange","3X Short Cardano Token"
"14255","Ethereum","3X Short Cardano Token"
"14256","Token","3X Short TomoChain Token"
"14257","Leveraged","3X Short TomoChain Token"
"14258","Inactive","3X Short TomoChain Token"
"14259","Exchange","3X Short TomoChain Token"
"14260","Ethereum","3X Short TomoChain Token"
"14261","Token","3X Short Cosmos Token"
"14262","Leveraged","3X Short Cosmos Token"
"14263","Inactive","3X Short Cosmos Token"
"14264","Exchange","3X Short Cosmos Token"
"14265","Ethereum","3X Short Cosmos Token"
"14266","Token","3X Short Matic Token"
"14267","Leveraged","3X Short Matic Token"
"14268","Inactive","3X Short Matic Token"
"14269","Exchange","3X Short Matic Token"
"14270","Ethereum","3X Short Matic Token"
"14271","Token","3X Short Dogecoin Token"
"14272","Leveraged","3X Short Dogecoin Token"
"14273","Inactive","3X Short Dogecoin Token"
"14274","Exchange","3X Short Dogecoin Token"
"14275","Ethereum","3X Short Dogecoin Token"
"14276","Token","3X Short Ethereum Classic Token"
"14277","Leveraged","3X Short Ethereum Classic Token"
"14278","Inactive","3X Short Ethereum Classic Token"
"14279","Exchange","3X Short Ethereum Classic Token"
"14280","Ethereum","3X Short Ethereum Classic Token"
"14281","Token","3X Short Tether Gold Token"
"14282","Leveraged","3X Short Tether Gold Token"
"14283","Inactive","3X Short Tether Gold Token"
"14284","Exchange","3X Short Tether Gold Token"
"14285","Ethereum","3X Short Tether Gold Token"
"14286","Token","3X Short Chainlink Token"
"14287","Leveraged","3X Short Chainlink Token"
"14288","Inactive","3X Short Chainlink Token"
"14289","Exchange","3X Short Chainlink Token"
"14290","Ethereum","3X Short Chainlink Token"
"14291","Token","3X Short Algorand Token"
"14292","Leveraged","3X Short Algorand Token"
"14293","Inactive","3X Short Algorand Token"
"14294","Exchange","3X Short Algorand Token"
"14295","Ethereum","3X Short Algorand Token"
"14296","Token","1X Short Ethereum Token"
"14297","Leveraged","1X Short Ethereum Token"
"14298","Inactive","1X Short Ethereum Token"
"14299","Ethereum","1X Short Ethereum Token"
"14300","Token","Amun Bitcoin 3x Daily Short"
"14301","Leveraged","Amun Bitcoin 3x Daily Short"
"14302","Inactive","Amun Bitcoin 3x Daily Short"
"14303","Ethereum","Amun Bitcoin 3x Daily Short"
"14304","Token","Amun Ether 3x Daily Short"
"14305","Leveraged","Amun Ether 3x Daily Short"
"14306","Inactive","Amun Ether 3x Daily Short"
"14307","Ethereum","Amun Ether 3x Daily Short"
"14308","Token","Amun Short Bitcoin Token"
"14309","Leveraged","Amun Short Bitcoin Token"
"14310","Inactive","Amun Short Bitcoin Token"
"14311","Ethereum","Amun Short Bitcoin Token"
"14312","Token","1x Short Bitcoin Token"
"14313","Leveraged","1x Short Bitcoin Token"
"14314","Ethereum","1x Short Bitcoin Token"
"14315","Token","BTCSHORT"
"14316","Leveraged","BTCSHORT"
"14317","Inactive","BTCSHORT"
"14318","Ethereum","BTCSHORT"
"14319","Token","3x Short Bitcoin SV Token"
"14320","Leveraged","3x Short Bitcoin SV Token"
"14321","Inactive","3x Short Bitcoin SV Token"
"14322","Exchange","3x Short Bitcoin SV Token"
"14323","Ethereum","3x Short Bitcoin SV Token"
"14324","Token","3x Short Bitcoin Cash Token"
"14325","Leveraged","3x Short Bitcoin Cash Token"
"14326","Inactive","3x Short Bitcoin Cash Token"
"14327","Exchange","3x Short Bitcoin Cash Token"
"14328","Ethereum","3x Short Bitcoin Cash Token"
"14329","Token","3x Short EOS Token"
"14330","Leveraged","3x Short EOS Token"
"14331","Inactive","3x Short EOS Token"
"14332","Exchange","3x Short EOS Token"
"14333","Ethereum","3x Short EOS Token"
"14334","Token","3x Short XRP Token"
"14335","Leveraged","3x Short XRP Token"
"14336","Inactive","3x Short XRP Token"
"14337","Exchange","3x Short XRP Token"
"14338","Ethereum","3x Short XRP Token"
"14339","Token","3X Short TRX Token"
"14340","Leveraged","3X Short TRX Token"
"14341","Inactive","3X Short TRX Token"
"14342","Exchange","3X Short TRX Token"
"14343","Ethereum","3X Short TRX Token"
"14344","Token","3X Short BNB Token"
"14345","Leveraged","3X Short BNB Token"
"14346","Inactive","3X Short BNB Token"
"14347","Exchange","3X Short BNB Token"
"14348","Ethereum","3X Short BNB Token"
"14349","Token","3X Short Ethereum Token"
"14350","Leveraged","3X Short Ethereum Token"
"14351","Inactive","3X Short Ethereum Token"
"14352","Ethereum","3X Short Ethereum Token"
"14353","Token","3X Short Bitcoin Token"
"14354","Leveraged","3X Short Bitcoin Token"
"14355","Ethereum","3X Short Bitcoin Token"
"14356","Leveraged","BTCDOWN"
"14357","Coin","BTCDOWN"
"14358","Token","UNUS SED LEO"
"14359","Exchange","UNUS SED LEO"
"14360","CEX","UNUS SED LEO"
"14361","Ethereum","UNUS SED LEO"
"14362","Token","Huobi Token"
"14363","Exchange","Huobi Token"
"14364","CEX","Huobi Token"
"14365","Ethereum","Huobi Token"
"14366","Token","KuCoin Token"
"14367","Exchange","KuCoin Token"
"14368","Cosmos Eco","KuCoin Token"
"14369","CEX","KuCoin Token"
"14370","Ethereum","KuCoin Token"
"14371","Token","BitMax Token"
"14372","Exchange","BitMax Token"
"14373","CEX","BitMax Token"
"14374","Ethereum","BitMax Token"
"14375","Token","Voyager Token"
"14376","Exchange","Voyager Token"
"14377","CEX","Voyager Token"
"14378","Ethereum","Voyager Token"
"14379","Token","ZB Token"
"14380","Exchange","ZB Token"
"14381","CEX","ZB Token"
"14382","Ethereum","ZB Token"
"14383","Token","ZBG Token"
"14384","Exchange","ZBG Token"
"14385","CEX","ZBG Token"
"14386","Ethereum","ZBG Token"
"14387","Token","MCO"
"14388","Debit Card","MCO"
"14389","CEX","MCO"
"14390","Ethereum","MCO"
"14391","Token","Tidex Token"
"14392","Inactive","Tidex Token"
"14393","Exchange","Tidex Token"
"14394","CEX","Tidex Token"
"14395","Token","GateToken"
"14396","PoS","GateToken"
"14397","Exchange","GateToken"
"14398","CEX","GateToken"
"14399","Ethereum","GateToken"
"14400","Token","MX Token"
"14401","Exchange","MX Token"
"14402","CEX","MX Token"
"14403","Ethereum","MX Token"
"14404","Token","WazirX"
"14405","Exchange","WazirX"
"14406","CEX","WazirX"
"14407","Binance Chain","WazirX"
"14408","Token","BitForex Token"
"14409","Exchange","BitForex Token"
"14410","CEX","BitForex Token"
"14411","Ethereum","BitForex Token"
"14412","Token","BigONE Token"
"14413","Exchange","BigONE Token"
"14414","CEX","BigONE Token"
"14415","Ethereum","BigONE Token"
"14416","Token","Bit-Z Token"
"14417","Exchange","Bit-Z Token"
"14418","CEX","Bit-Z Token"
"14419","Ethereum","Bit-Z Token"
"14420","Exchange","BTSE"
"14421","Debit Card","BTSE"
"14422","Coin","BTSE"
"14423","CEX","BTSE"
"14424","Token","BitMart Token"
"14425","Exchange","BitMart Token"
"14426","CEX","BitMart Token"
"14427","Ethereum","BitMart Token"
"14428","Token","Unitrade"
"14429","Exchange","Unitrade"
"14430","DEX","Unitrade"
"14431","DeFi","Unitrade"
"14432","Ethereum","Unitrade"
"14433","Token","NOW Token"
"14434","Exchange","NOW Token"
"14435","DEX","NOW Token"
"14436","Ethereum","NOW Token"
"14437","Token","Catex Token"
"14438","Exchange","Catex Token"
"14439","CEX","Catex Token"
"14440","Ethereum","Catex Token"
"14441","Token","LocalCoinSwap"
"14442","Exchange","LocalCoinSwap"
"14443","CEX","LocalCoinSwap"
"14444","Ethereum","LocalCoinSwap"
"14445","Token","Beaxy"
"14446","Exchange","Beaxy"
"14447","CEX","Beaxy"
"14448","Ethereum","Beaxy"
"14449","Token","Cobinhood"
"14450","Exchange","Cobinhood"
"14451","CEX","Cobinhood"
"14452","Ethereum","Cobinhood"
"14453","Token","TigerCash"
"14454","Exchange","TigerCash"
"14455","CEX","TigerCash"
"14456","Ethereum","TigerCash"
"14457","Exchange","Lykke"
"14458","Coin","Lykke"
"14459","CEX","Lykke"
"14460","Token","Frax"
"14461","Stablecoin","Frax"
"14462","Ethereum","Frax"
"14463","Transportation","Mobilian Coin"
"14464","Token","Mobilian Coin"
"14465","AI","Mobilian Coin"
"14466","Ethereum","Mobilian Coin"
"14467","Token","Beacon ETH"
"14468","Ethereum","Beacon ETH"
"14469","Token","xFund"
"14470","Oracle","xFund"
"14471","Inactive","xFund"
"14472","Governance","xFund"
"14473","Business Service","xFund"
"14474","Ethereum","xFund"
"14475","Token","Gasgains"
"14476","Inactive","Gasgains"
"14477","Ethereum","Gasgains"
"14478","Token","BULLS"
"14479","Waves","BULLS"
"14480","Yield Farming","Kebab Token"
"14481","Token","Kebab Token"
"14482","Binance Chain","Kebab Token"
"14483","Coin","Bitcicoin"
"14484","Token","USDEX"
"14485","Stablecoin","USDEX"
"14486","Exchange","USDEX"
"14487","Ethereum","USDEX"
"14488","Token","Xstable.Protocol"
"14489","Ethereum","Xstable.Protocol"
"14490","Token","Royale Finance"
"14491","Gaming","Royale Finance"
"14492","Ethereum","Royale Finance"
"14493","Smart Contracts","Stacks"
"14494","Coin","Stacks"
"14495","Token","Airswap"
"14496","Exchange","Airswap"
"14497","DEX","Airswap"
"14498","DeFi","Airswap"
"14499","Ethereum","Airswap"
"14500","Exchange","BitShares"
"14501","dPoS","BitShares"
"14502","DEX","BitShares"
"14503","Coin","BitShares"
"14504","Yield Farming","DODO"
"14505","Token","DODO"
"14506","DEX","DODO"
"14507","DeFi","DODO"
"14508","Ethereum","DODO"
"14509","Token","Tokenlon Network Token"
"14510","DEX","Tokenlon Network Token"
"14511","DeFi","Tokenlon Network Token"
"14512","Ethereum","Tokenlon Network Token"
"14513","Token","VITE"
"14514","DEX","VITE"
"14515","DeFi","VITE"
"14516","Ethereum","VITE"
"14517","Token","UniLayer"
"14518","DEX","UniLayer"
"14519","DeFi","UniLayer"
"14520","Ethereum","UniLayer"
"14521","Token","Switcheo"
"14522","Exchange","Switcheo"
"14523","DEX","Switcheo"
"14524","DeFi","Switcheo"
"14525","Cosmos Eco","Switcheo"
"14526","Neo","Switcheo"
"14527","Token","Valor Token"
"14528","Exchange","Valor Token"
"14529","DEX","Valor Token"
"14530","DeFi","Valor Token"
"14531","Ethereum","Valor Token"
"14532","Token","Nash Exchange"
"14533","Exchange","Nash Exchange"
"14534","DEX","Nash Exchange"
"14535","DeFi","Nash Exchange"
"14536","Neo","Nash Exchange"
"14537","Token","Nectar"
"14538","Governance","Nectar"
"14539","Exchange","Nectar"
"14540","DEX","Nectar"
"14541","DeFi","Nectar"
"14542","Ethereum","Nectar"
"14543","Token","FunFair"
"14544","Gambling","FunFair"
"14545","Ethereum","FunFair"
"14546","Token","Name Changing Token"
"14547","NFT","Name Changing Token"
"14548","DeFi","Name Changing Token"
"14549","Ethereum","Name Changing Token"
"14550","Token","NuCypher"
"14551","Privacy","NuCypher"
"14552","PoS","NuCypher"
"14553","Ethereum","NuCypher"
"14554","Token","dHEDGE DAO"
"14555","DeFi","dHEDGE DAO"
"14556","Ethereum","dHEDGE DAO"
"14557","Yield Farming","Gameswap"
"14558","Token","Gameswap"
"14559","NFT","Gameswap"
"14560","Gaming","Gameswap"
"14561","Ethereum","Gameswap"
"14562","Token","Venus BTC"
"14563","Binance Chain","Venus BTC"
"14564","Token","Spaceswap"
"14565","Ethereum","Spaceswap"
"14566","Token","Cat Token"
"14567","NFT","Cat Token"
"14568","Meme","Cat Token"
"14569","Ethereum","Cat Token"
"14570","Token","SHAKE"
"14571","Ethereum","SHAKE"
"14572","Yield Farming","DOGEFI"
"14573","Token","DOGEFI"
"14574","Inactive","DOGEFI"
"14575","Gaming","DOGEFI"
"14576","Ethereum","DOGEFI"
"14577","Token","BoringDAO"
"14578","DeFi","BoringDAO"
"14579","Ethereum","BoringDAO"
"14580","Token","Venus XVS"
"14581","Binance Chain","Venus XVS"
"14582","Token","Lido DAO Token"
"14583","DeFi","Lido DAO Token"
"14584","Ethereum","Lido DAO Token"
"14585","Privacy","Oxen"
"14586","PoS","Oxen"
"14587","Masternode","Oxen"
"14588","DeFi","Oxen"
"14589","Coin","Oxen"
"14590","Token","DuckDaoDime"
"14591","Ethereum","DuckDaoDime"
"14592","Yield Farming","Badger DAO"
"14593","Token","Badger DAO"
"14594","Ethereum","Badger DAO"
"14595","Token","Soteria"
"14596","Inactive","Soteria"
"14597","Binance Chain","Soteria"
"14598","Token","Gourmet Galaxy"
"14599","NFT","Gourmet Galaxy"
"14600","Ethereum","Gourmet Galaxy"
"14601","Yield Farming","Strudel Finance"
"14602","Token","Strudel Finance"
"14603","Inactive","Strudel Finance"
"14604","Ethereum","Strudel Finance"
"14605","Token","Xeno Token"
"14606","Polkadot Eco","Xeno Token"
"14607","NFT","Xeno Token"
"14608","Marketplace","Xeno Token"
"14609","Ethereum","Xeno Token"
"14610","Token","Enzyme"
"14611","DeFi","Enzyme"
"14612","Ethereum","Enzyme"
"14613","Token","Litentry"
"14614","Polkadot Eco","Litentry"
"14615","Ethereum","Litentry"
"14616","Smart Contracts","Elrond"
"14617","PoS","Elrond"
"14618","Computing","Elrond"
"14619","Coin","Elrond"
"14620","Yield Farming","DIGG"
"14621","Token","DIGG"
"14622","DeFi","DIGG"
"14623","Ethereum","DIGG"
"14624","Token","SafePal"
"14625","Binance Chain","SafePal"
"14626","Token","Lotto"
"14627","Gaming","Lotto"
"14628","Gambling","Lotto"
"14629","Ethereum","Lotto"
"14630","Token","DAO Maker"
"14631","Ethereum","DAO Maker"
"14632","Token","Razor Network"
"14633","Polkadot Eco","Razor Network"
"14634","Oracle","Razor Network"
"14635","Ethereum","Razor Network"
"14636","Token","Butterfly Protocol"
"14637","Ethereum","Butterfly Protocol"
"14638","Token","Umbrella Network"
"14639","Oracle","Umbrella Network"
"14640","DeFi","Umbrella Network"
"14641","Ethereum","Umbrella Network"
"14642","Token","Finxflo"
"14643","Exchange","Finxflo"
"14644","Ethereum","Finxflo"
"14645","Token","Deri Protocol"
"14646","Exchange","Deri Protocol"
"14647","Ethereum","Deri Protocol"
"14648","Token","NFTX Hashmasks Index"
"14649","NFT","NFTX Hashmasks Index"
"14650","Ethereum","NFTX Hashmasks Index"
"14651","Token","NFTX"
"14652","NFT","NFTX"
"14653","Ethereum","NFTX"
"14654","Token","Frax Share"
"14655","Governance","Frax Share"
"14656","DeFi","Frax Share"
"14657","Ethereum","Frax Share"
"14658","Token","Rubic"
"14659","DeFi","Rubic"
"14660","Ethereum","Rubic"
"14661","Token","Venus USDT"
"14662","Binance Chain","Venus USDT"
"14663","Token","OptionRoom"
"14664","Oracle","OptionRoom"
"14665","Ethereum","OptionRoom"
"14666","Token","Venus BNB"
"14667","Inactive","Venus BNB"
"14668","Binance Chain","Venus BNB"
"14669","Yield Farming","Linear"
"14670","Token","Linear"
"14671","Exchange","Linear"
"14672","DEX","Linear"
"14673","Ethereum","Linear"
"14674","Binance Chain","Linear"
"14675","Token","Venus ETH"
"14676","Inactive","Venus ETH"
"14677","Binance Chain","Venus ETH"
"14678","Token","Venus BUSD"
"14679","Binance Chain","Venus BUSD"
"14680","Token","Venus LINK"
"14681","Binance Chain","Venus LINK"
"14682","Token","Venus SXP"
"14683","Binance Chain","Venus SXP"
"14684","Token","Venus USDC"
"14685","Binance Chain","Venus USDC"
"14686","Token","Venus LTC"
"14687","Binance Chain","Venus LTC"
"14688","Token","Venus DOT"
"14689","Binance Chain","Venus DOT"
"14690","Token","Venus DAI"
"14691","Binance Chain","Venus DAI"
"14692","Token","Venus BCH"
"14693","Binance Chain","Venus BCH"
"14694","Token","Tornado Cash"
"14695","Privacy","Tornado Cash"
"14696","Interoperability","Tornado Cash"
"14697","Ethereum","Tornado Cash"
"14698","Token","WHALE"
"14699","Social","WHALE"
"14700","NFT","WHALE"
"14701","Ethereum","WHALE"
"14702","Token","Akropolis"
"14703","Polkadot Eco","Akropolis"
"14704","DeFi","Akropolis"
"14705","Ethereum","Akropolis"
"14706","Token","Fantom"
"14707","DeFi","Fantom"
"14708","Ethereum","Fantom"
"14709","Token","Everest"
"14710","Ethereum","Everest"
"14711","Yield Farming","Vesper"
"14712","Token","Vesper"
"14713","DeFi","Vesper"
"14714","Ethereum","Vesper"
"14715","NFT","Punk Basic"
"14716","Inactive","Punk Basic"
"14717","Ethereum","Punk Basic"
"14718","NFT","XMON"
"14719","AI","XMON"
"14720","Ethereum","XMON"
"14721","Token","Rai Reflex Index"
"14722","Ethereum","Rai Reflex Index"
"14723","Yield Farming","BambooDeFi"
"14724","Token","BambooDeFi"
"14725","DEX","BambooDeFi"
"14726","DeFi","BambooDeFi"
"14727","Ethereum","BambooDeFi"
"14728","Yield Farming","CafeSwap Token"
"14729","Token","CafeSwap Token"
"14730","Binance Chain","CafeSwap Token"
"14731","Yield Farming","Polkacover"
"14732","Token","Polkacover"
"14733","Polkadot Eco","Polkacover"
"14734","Marketplace","Polkacover"
"14735","Ethereum","Polkacover"
"14736","Token","Exeedme"
"14737","NFT","Exeedme"
"14738","Gaming","Exeedme"
"14739","Ethereum","Exeedme"
"14740","Token","Shield Protocol"
"14741","Privacy","Shield Protocol"
"14742","Binance Chain","Shield Protocol"
"14743","Yield Farming","Narwhalswap"
"14744","Inactive","Narwhalswap"
"14745","DeFi","Narwhalswap"
"14746","Binance Chain","Narwhalswap"
"14747","Coin","Hathor"
"14748","Yield Farming","Goose Finance"
"14749","Token","Goose Finance"
"14750","Binance Chain","Goose Finance"
"14751","Token","Polkamarkets"
"14752","Prediction","Polkamarkets"
"14753","Polkadot Eco","Polkamarkets"
"14754","DeFi","Polkamarkets"
"14755","Ethereum","Polkamarkets"
"14756","Token","ebirah"
"14757","Binance Chain","ebirah"
"14758","Token","SOTA Finance"
"14759","NFT","SOTA Finance"
"14760","Marketplace","SOTA Finance"
"14761","Ethereum","SOTA Finance"
"14762","Token","Terra Virtua Kolect"
"14763","NFT","Terra Virtua Kolect"
"14764","Ethereum","Terra Virtua Kolect"
"14765","Token","Mogu"
"14766","Communication","Mogu"
"14767","Ethereum","Mogu"
"14768","Token","BigBoys Industry"
"14769","Ethereum","BigBoys Industry"
"14770","Token","xToken"
"14771","DeFi","xToken"
"14772","Ethereum","xToken"
"14773","Token","Candy Protocol"
"14774","Business Service","Candy Protocol"
"14775","Ethereum","Candy Protocol"
"14776","Token","SpiderDAO"
"14777","Polkadot Eco","SpiderDAO"
"14778","Ethereum","SpiderDAO"
"14779","Token","MahaDAO"
"14780","Ethereum","MahaDAO"
"14781","Token","AnRKey X"
"14782","NFT","AnRKey X"
"14783","Gaming","AnRKey X"
"14784","Ethereum","AnRKey X"
"14785","Yield Farming","RamenSwap"
"14786","Token","RamenSwap"
"14787","DeFi","RamenSwap"
"14788","Binance Chain","RamenSwap"
"14789","Token","SuperFarm"
"14790","NFT","SuperFarm"
"14791","Ethereum","SuperFarm"
"14792","Token","Modefi"
"14793","Oracle","Modefi"
"14794","Marketplace","Modefi"
"14795","Ethereum","Modefi"
"14796","Yield Farming","DeFi Yield Protocol"
"14797","Token","DeFi Yield Protocol"
"14798","DeFi","DeFi Yield Protocol"
"14799","Ethereum","DeFi Yield Protocol"
"14800","Token","Unisocks"
"14801","NFT","Unisocks"
"14802","DeFi","Unisocks"
"14803","Ethereum","Unisocks"
"14804","Travel","MAPS"
"14805","Token","MAPS"
"14806","Ethereum","MAPS"
"14807","Token","Dego Finance"
"14808","Polkadot Eco","Dego Finance"
"14809","NFT","Dego Finance"
"14810","Ethereum","Dego Finance"
"14811","Token","LGO Token"
"14812","Ethereum","LGO Token"
"14813","Yield Farming","Unistake"
"14814","Token","Unistake"
"14815","DeFi","Unistake"
"14816","Ethereum","Unistake"
"14817","Yield Farming","Bao Finance"
"14818","Token","Bao Finance"
"14819","Ethereum","Bao Finance"
"14820","Token","Shopping"
"14821","Marketplace","Shopping"
"14822","eCommerce","Shopping"
"14823","Business Service","Shopping"
"14824","Ethereum","Shopping"
"14825","Binance Chain","BSCPAD"
"14826","Yield Farming","yieldwatch"
"14827","Token","yieldwatch"
"14828","Binance Chain","yieldwatch"
"14829","Token","KLAYswap Protocol"
"14830","DeFi","KLAYswap Protocol"
"14831","Yield Farming","Shroom.Finance"
"14832","Token","Shroom.Finance"
"14833","NFT","Shroom.Finance"
"14834","Gaming","Shroom.Finance"
"14835","DeFi","Shroom.Finance"
"14836","Ethereum","Shroom.Finance"
"14837","Token","Non-Fungible Yearn"
"14838","NFT","Non-Fungible Yearn"
"14839","Ethereum","Non-Fungible Yearn"
"14840","Token","Muse"
"14841","NFT","Muse"
"14842","Ethereum","Muse"
"14843","Token","Blank Wallet"
"14844","Privacy","Blank Wallet"
"14845","Ethereum","Blank Wallet"
"14846","Token","Origin Protocol"
"14847","NFT","Origin Protocol"
"14848","Marketplace","Origin Protocol"
"14849","Ethereum","Origin Protocol"
"14850","Token","Chromia"
"14851","NFT","Chromia"
"14852","Gaming","Chromia"
"14853","Ethereum","Chromia"
"14854","Token","Nuls"
"14855","Smart Contracts","Nuls"
"14856","Ethereum","Nuls"
"14857","Token","LUKSO"
"14858","Social","LUKSO"
"14859","NFT","LUKSO"
"14860","Gaming","LUKSO"
"14861","Entertainment","LUKSO"
"14862","Ethereum","LUKSO"
"14863","Social","CryptoFlow"
"14864","PoS","CryptoFlow"
"14865","Masternode","CryptoFlow"
"14866","Coin","CryptoFlow"
"14867","Token","EHash"
"14868","Ethereum","EHash"
"14869","Token","bAlpha"
"14870","Marketplace","bAlpha"
"14871","Ethereum","bAlpha"
"14872","Yield Farming","Alpaca Finance"
"14873","DeFi","Alpaca Finance"
"14874","Binance Chain","Alpaca Finance"
"14875","Token","Panda Dao"
"14876","NFT","Panda Dao"
"14877","Marketplace","Panda Dao"
"14878","Governance","Panda Dao"
"14879","Binance Chain","Panda Dao"
"14880","Token","Hoge Finance"
"14881","Meme","Hoge Finance"
"14882","Ethereum","Hoge Finance"
"14883","Token","BioPassport Token"
"14884","Healthcare","BioPassport Token"
"14885","Business Service","BioPassport Token"
"14886","Ethereum","BioPassport Token"
"14887","Token","Vidya"
"14888","Gaming","Vidya"
"14889","Ethereum","Vidya"
"14890","Token","Hyve"
"14891","Marketplace","Hyve"
"14892","Business Service","Hyve"
"14893","Ethereum","Hyve"
"14894","Token","Lead Wallet"
"14895","Ethereum","Lead Wallet"
"14896","Token","NFTL Token"
"14897","NFT","NFTL Token"
"14898","Binance Chain","NFTL Token"
"14899","Token","VeraSwap"
"14900","Inactive","VeraSwap"
"14901","DeFi","VeraSwap"
"14902","Binance Chain","VeraSwap"
"14903","Token","Unifund"
"14904","Inactive","Unifund"
"14905","Ethereum","Unifund"
"14906","Yield Farming","DIESEL"
"14907","Token","DIESEL"
"14908","Inactive","DIESEL"
"14909","Binance Chain","DIESEL"
"14910","Token","VEROX"
"14911","DeFi","VEROX"
"14912","AI","VEROX"
"14913","Ethereum","VEROX"
"14914","Smart Contracts","Conflux Network"
"14915","PoW","Conflux Network"
"14916","Coin","Conflux Network"
"14917","PoS","Solana"
"14918","Coin","Solana"
"14919","Solana","Solana"
"14920","Token","Bonfida"
"14921","Exchange","Bonfida"
